SPECIES;DETERMINED AS;NAME;LAT;LONG;MAX_AGE;MIN_AGE;MIS;PERIOD;EARLY_INTERVALL;LATE_INTERVALL;COUNTRY;STATE;REFERENCE;NOTIZ;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;One Mile East of Arizpe;30.333332;-110.166664;0.126;0.0117;;;Late Pleistocene;;MX;Sonora;J. Cracraft. 1968. First record of the turkey Meleagris gallopavo from the Pleistocene of Mexico. The Condor 70(3):274;;;
Mammuthus columbi;Mammuthus columbi;Pitts Bridge;30.566668;-96.416664;2.588;0.0117;;;Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus imperator;Pitts Bridge;30.566668;-96.416664;2.588;0.0117;;;Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Pitts Bridge;30.566668;-96.416664;2.588;0.0117;;;Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;Gravel Pit at Temple;31.099443;-97.340836;2.588;0.0117;;;Pleistocene;;US;Texas;O. P. Hay. 1923. Characteristics of sundry fossil vertebrates. Pan-American Geologist 39:101-120;;;
Mammuthus columbi;Mammuthus imperator;Gravel Pit at Temple;31.099443;-97.340836;2.588;0.0117;;;Pleistocene;;US;;O. P. Hay. 1923. Characteristics of sundry fossil vertebrates. Pan-American Geologist 39:101-120;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Gravel Pit at Temple;31.099443;-97.340836;2.588;0.0117;;;Pleistocene;;US;Texas;O. P. Hay. 1923. Characteristics of sundry fossil vertebrates. Pan-American Geologist 39:101-120;;;
Mammuthus columbi;Mammuthus columbi;Turtle River Dredgings;31.116667;-81.491667;0.13;0.071;5;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Brunswick Area;31.125;-81.375;0.13;0.071;5;W;Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;Brunswick Canal;31.221111;-81.503891;0.126;0.0117;5-1;;Pleistocene;;US;Georgia;Lister, Adrian M. (2017): On the type material and evolution of North American mammoths. In: Quaternary International 443, S. 14–31. DOI: 10.1016/j.quaint.2017.02.027.;;;
Mammuthus columbi;Mammuthus imperator;Brunswick Canal;31.221111;-81.503891;2.588;0.0117;;;Pleistocene;;US;;H. W. Markewich, C. M. Hacke, and P. F. Huddlestun. 1992. Emergent Pliocene and Pleistocene sediments of southeastern Georgia: an anomalous, fossil-poor, clastic section. SEPM Special Publication 48:173-189;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Brunswick Canal;31.221111;-81.503891;2.588;0.0117;;;Pleistocene;;US;Georgia;H. W. Markewich, C. M. Hacke, and P. F. Huddlestun. 1992. Emergent Pliocene and Pleistocene sediments of southeastern Georgia: an anomalous, fossil-poor, clastic section. SEPM Special Publication 48:173-189;;;
Mammuthus columbi;Mammuthus columbi;Clark Quarry, Brunswick;31.229404;-81.521523;0.02224;0.01984;2;K;Late Pleistocene;;US;Georgia;"Patterson, David B.; Mead, Alfred J.; Bahn, Robert A. (2012): New Skeletal Remains of Mammuthus columbi from Glynn County, Georgia with Notes on their Historical and Paleoecological Significance. In: Southeastern Naturalist 11 (2), S. 163–172. DOI: 10.1656/058.011.0201.      Noble, Elizabeth J.; McManus, Julia G.; Mead, Alfred J.; Mead, Heidi; Seminack, Christopher; Balco, William et al. (2020): Enamel isotopes reveal late Pleistocene ecosystem dynamics in southeastern North America. In: Quaternary Science Reviews 236, S. 106284. DOI: 10.1016/j.quascirev.2020.106284.";;;
Mammuthus columbi;Mammuthus columbi;Salt Creek [34];31.25;-103.5;0.035;0.01;3-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Salt Creek, San Joaquin Hills;31.25;-103.5;0.24;0.012;7-1;;Rancholabrean;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;Lehner [Lehner Ranch] [UALP14];31.333333;-110.05;0.012;0.0108;1;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Naco Mammoth;31.343889;-109.957222;0.126;0.0117;5-1;;Late Pleistocene;;US;Arizona;;;;
Mammuthus columbi;Mammuthus imperator;Naco Mammoth;31.343889;-109.957222;0.126;0.0117;5-1;;Late Pleistocene;;US;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Naco Mammoth;31.343889;-109.957222;0.126;0.0117;;;Late Pleistocene;;US;Arizona;;;;
Mammuthus columbi;Mammuthus columbi;Leikem [Naco 2] [UALP6752];31.366667;-109.866667;0.012;0.0108;1;W;;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Leikem [Naco 2] [UALP6752];31.366667;-109.866667;0.012;0.0108;1;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Naco [UALP68];31.366667;-109.866667;0.012;0.0108;1;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Lehner Mammoth Site;31.416668;-110.116669;0.0117;0.0117;1;W;Late Pleistocene;;US;Arizona;J. F. Lance. 1959. Faunal remains from the Lehner mammoth site. American Antiquity 25(1):35-42;;;
Mammuthus columbi;Mammuthus imperator;Lehner Mammoth Site;31.416668;-110.116669;0.126;0.0117;5-1;;Late Pleistocene;;US;;J. F. Lance. 1959. Faunal remains from the Lehner mammoth site. American Antiquity 25(1):35-42;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Lehner Mammoth Site;31.416668;-110.116669;0.126;0.0117;;;Late Pleistocene;;US;Arizona;J. F. Lance. 1959. Faunal remains from the Lehner mammoth site. American Antiquity 25(1):35-42;;;
Mammuthus columbi;Mammuthus columbi;Escapule Mammoth Site;31.549999;-110.166664;0.126;0.0117;5-1;;Late Pleistocene;;US;Arizona;;;;
Mammuthus columbi;Mammuthus imperator;Escapule Mammoth Site;31.549999;-110.166664;0.126;0.0117;5-1;;Late Pleistocene;;US;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Escapule Mammoth Site;31.549999;-110.166664;0.126;0.0117;;;Late Pleistocene;;US;Arizona;;;;
Mammuthus columbi;Mammuthus columbi;Murray Springs [EE:8:25];31.570833;-110.177222;0.03;0.0108;3-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Waco Mammoth National Monument;31.605884;-97.175313;0.067;0.067;4;K;Late Pleistocene;;US;Texas;"Esker, D.; Forman, S. L.; Widga, C.; Walker, J. D.; Andrew, J. E. (2019): Home range of the Columbian mammoths (Mammuthus columbi) and grazing herbivores from the Waco Mammoth National Monument, (Texas, USA) based on strontium isotope ratios from tooth enamel bioapatite. In: Palaeogeography, Palaeoclimatology, Palaeoecology 534, S. 109291. DOI: 10.1016/j.palaeo.2019.109291.       Nordt, Lee; Bongino, John; Forman, Steven; Esker, Don; Benedict, Anita (2015): Late Quaternary environments of the Waco Mammoth site, Texas USA. In: Quat. res. 84 (3), S. 423–438. DOI: 10.1016/j.yqres.2015.10.003.";;;
Mammuthus columbi;Mammuthus imperator;El Golfo de Santa Clara;31.700001;-114.5;4.9;1.8;;;Blancan;;MX;;E. H. Lindsay. 1984. Late Cenozoic Mammals from Northwestern Mexico. Journal of Vertebrate Paleontology 4(2):208-215;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;El Golfo de Santa Clara;31.700001;-114.5;4.9;1.8;;;Blancan;;MX;Sonora;E. H. Lindsay. 1984. Late Cenozoic Mammals from Northwestern Mexico. Journal of Vertebrate Paleontology 4(2):208-215;;;
Mammuthus columbi;Mammuthus columbi;Porters Pit;31.833333;-81;0.13;0.071;5;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Fossilossa;31.916668;-81.066666;0.126;0.0117;5-1;;Late Pleistocene;;US;Georgia;R. C. Hulbert, Jr. and A. E. Pratt. 1998. Pleistocene (Rancholabrean) vertebrate faunas from coastal Georgia. Journal of Vertebrate Paleontology 18(2):412-429;;;
Mammuthus columbi;Mammuthus imperator;Fossilossa;31.916668;-81.066666;0.126;0.0117;5-1;;Late Pleistocene;;US;;R. C. Hulbert, Jr. and A. E. Pratt. 1998. Pleistocene (Rancholabrean) vertebrate faunas from coastal Georgia. Journal of Vertebrate Paleontology 18(2):412-429;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Fossilossa;31.916668;-81.066666;0.126;0.0117;;;Late Pleistocene;;US;Georgia;R. C. Hulbert, Jr. and A. E. Pratt. 1998. Pleistocene (Rancholabrean) vertebrate faunas from coastal Georgia. Journal of Vertebrate Paleontology 18(2):412-429;;;
Mammuthus columbi;Mammuthus columbi;Mayfair;32;-82;0.13;0.071;5;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Mayfair;32;-81.099998;0.126;0.0117;5-1;;Late Pleistocene;;US;Georgia;R. C. Hulbert, Jr. and A. E. Pratt. 1998. Pleistocene (Rancholabrean) vertebrate faunas from coastal Georgia. Journal of Vertebrate Paleontology 18(2):412-429;;;
Mammuthus columbi;Mammuthus imperator;Mayfair;32;-81.099998;0.126;0.0117;5-1;;Late Pleistocene;;US;;R. C. Hulbert, Jr. and A. E. Pratt. 1998. Pleistocene (Rancholabrean) vertebrate faunas from coastal Georgia. Journal of Vertebrate Paleontology 18(2):412-429;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Mayfair;32;-81.099998;0.126;0.0117;;;Late Pleistocene;;US;Georgia;R. C. Hulbert, Jr. and A. E. Pratt. 1998. Pleistocene (Rancholabrean) vertebrate faunas from coastal Georgia. Journal of Vertebrate Paleontology 18(2):412-429;;;
Mammuthus columbi;Mammuthus columbi;Leo Boatwright Gravel Pit;32.116667;-96;0.035;0.01;3-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Wharton Gravel Pit;32.116667;-96;0.035;0.01;3-1;NA;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Jal Horse Quarry;32.116669;-103.199997;0.126;0.0117;5.5-1;;Late Pleistocene;;US;New Mexico;C. B. Schultz. 1943. Some artifact sites of early man in the Great Plains and adjacent areas. American Antiquity 8(3):242-249;;;
Mammuthus columbi;Mammuthus imperator;Jal Horse Quarry;32.116669;-103.199997;0.126;0.0117;5-1;;Late Pleistocene;;US;;C. B. Schultz. 1943. Some artifact sites of early man in the Great Plains and adjacent areas. American Antiquity 8(3):242-249;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Jal Horse Quarry;32.116669;-103.199997;0.126;0.0117;;;Late Pleistocene;;US;New Mexico;C. B. Schultz. 1943. Some artifact sites of early man in the Great Plains and adjacent areas. American Antiquity 8(3):242-249;;;
Mammuthus columbi;Mammuthus columbi;Trinidad, Boatwright locality Site 1;32.150002;-96.099998;2.588;0.0117;;;Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus imperator;Trinidad, Boatwright locality Site 1;32.150002;-96.099998;2.588;0.0117;;;Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Trinidad, Boatwright locality Site 1;32.150002;-96.099998;2.588;0.0117;;;Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;Bishop gravel pit no. 1;32.194901;-96.0979;2.588;0.0117;;;Pleistocene;;US;Texas;E. H. Sellards. 1941. Final report covering the period from March 4, 1939 ro September 30, 1941 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. Austin: The University of Texas Bureau of Economic Geology.;;;
Mammuthus columbi;Mammuthus imperator;Bishop gravel pit no. 1;32.194901;-96.0979;2.588;0.0117;;;Pleistocene;;US;;E. H. Sellards. 1941. Final report covering the period from March 4, 1939 ro September 30, 1941 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. Austin: The University of Texas Bureau of Economic Geology.;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Bishop gravel pit no. 1;32.194901;-96.0979;2.588;0.0117;;;Pleistocene;;US;Texas;E. H. Sellards. 1941. Final report covering the period from March 4, 1939 ro September 30, 1941 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. Austin: The University of Texas Bureau of Economic Geology.;;;
Mammuthus columbi;Mammuthus columbi;"San Pedro Valley, ""Eloise""";32.202708;-110.34503;0.014;0.01073;1;W;Late Pleistocene;;US;Arizona;"Metcalfe, Jessica Z.; Longstaffe, Fred J. (2012): Mammoth tooth enamel growth rates inferred from stable isotope analysis and histology. In: Quat. res. 77 (3), S. 424–432. DOI: 10.1016/j.yqres.2012.02.002.";;;
Mammuthus columbi;Mammuthus columbi;Hermit's Cave;32.25;-104.616667;0.013;0.01;1;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Valley Farms;32.25;-96.25;0.035;0.01;3-1;;;;;;;;;
Mammuthus columbi;Mammuthus imperator;Tortugas Mountain Site [NMMNH Site L-3537];32.2925;-107.136667;2.581;0.781;;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Valley Farms;32.307899;-96.405502;2.588;0.0117;;;Pleistocene;;US;Texas;E. H. Sellards. 1941. Final report covering the period from March 4, 1939 ro September 30, 1941 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. Austin: The University of Texas Bureau of Economic Geology.;;;
Mammuthus columbi;Mammuthus imperator;Valley Farms;32.307899;-96.405502;2.588;0.0117;;;Pleistocene;;US;;E. H. Sellards. 1941. Final report covering the period from March 4, 1939 ro September 30, 1941 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. Austin: The University of Texas Bureau of Economic Geology.;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Valley Farms;32.307899;-96.405502;2.588;0.0117;;;Pleistocene;;US;Texas;E. H. Sellards. 1941. Final report covering the period from March 4, 1939 ro September 30, 1941 for the state-wide paleontologic-mineralogic survey in Texas. A Federal Works Agency Work Projects Administration Project. Austin: The University of Texas Bureau of Economic Geology.;;;
Mammuthus columbi;Mammuthus columbi;Bogue Chitto;32.365555;-87.303329;2.588;0.0117;;;Pleistocene;;US;Alabama;J. T. Thurmond and D. E. Jones. 1981. Fossil Vertebrates of Alabama;;;
Mammuthus columbi;Mammuthus imperator;Bogue Chitto;32.365555;-87.303329;2.588;0.0117;;;Pleistocene;;US;;J. T. Thurmond and D. E. Jones. 1981. Fossil Vertebrates of Alabama;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Bogue Chitto;32.365555;-87.303329;2.588;0.0117;;;Pleistocene;;US;Alabama;J. T. Thurmond and D. E. Jones. 1981. Fossil Vertebrates of Alabama;;;
Mammuthus columbi;Mammuthus columbi;Edisto Beach [Edisto Island];32.516667;-80.283333;0.12;0.0115;5-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Cerros Negros Locality;32.529999;-110.559998;0.781;0.126;19-5;;Middle Pleistocene;;US;Arizona;;;;
Mammuthus columbi;Mammuthus imperator;Cerros Negros Locality;32.529999;-110.559998;0.781;0.126;;;Middle Pleistocene;;US;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Cerros Negros Locality;32.529999;-110.559998;0.781;0.126;;;Middle Pleistocene;;US;Arizona;;;;
Mammuthus columbi;Mammuthus columbi;Edisto Island;32.559166;-80.292503;0.12;0.010;5-1;;Pleistocene;;US;South Carolina;J. A. Roth and J. Laerm. 1980. A late Pleistocene vertebrate assemblage from Edisto Island, South Carolina. Brimleyana 3:1-29;;;
Mammuthus columbi;Mammuthus imperator;Edisto Island;32.559166;-80.292503;2.588;0.0117;;;Pleistocene;;US;;J. A. Roth and J. Laerm. 1980. A late Pleistocene vertebrate assemblage from Edisto Island, South Carolina. Brimleyana 3:1-29;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Edisto Island;32.559166;-80.292503;2.588;0.0117;;;Pleistocene;;US;South Carolina;J. A. Roth and J. Laerm. 1980. A late Pleistocene vertebrate assemblage from Edisto Island, South Carolina. Brimleyana 3:1-29;;;
Mammuthus columbi;Mammuthus columbi;Hickory Creek locality;32.625556;-96.585;0.037;0.037;3;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Milton & Wood Pit [Wood Pit];32.630556;-96.625;0.037;0.037;3;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Gifford-Hill Pit;32.639444;-96.538056;0.13;0.071;5;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Moore Pit;32.714722;-96.707497;0.126;0.0117;1;W;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus imperator;Moore Pit;32.714722;-96.707497;0.126;0.0117;5-1;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Moore Pit;32.714722;-96.707497;0.126;0.0117;;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;Iron Bridge;32.799999;-95.900002;0.126;0.0117;5-1;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus imperator;Iron Bridge;32.799999;-95.900002;0.126;0.0117;5-1;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Iron Bridge;32.799999;-95.900002;0.126;0.0117;;;Late Pleistocene;;;;;;;
Mammuthus columbi;Mammuthus columbi;White Sands National Monument;32.802015;-106.291769;0.01556;0.01;1;W;Late Pleistocene;;US;New Mexico;"Bennett, Matthew R.; Bustos, David; Belvedere, Matteo; Martinez, Patrick; Reynolds, Sally C.; Urban, Tommy (2019): Soft-sediment deformation below mammoth tracks at White Sands National Monument (New Mexico) with implications for biomechanical inferences from tracks. In: Palaeogeography, Palaeoclimatology, Palaeoecology 527, S. 25–38. DOI: 10.1016/j.palaeo.2019.04.023.";;;
Mammuthus columbi;Mammuthus columbi;Inspiration Wash;32.900002;-117.099998;1.8;0.3;64-11;;Irvingtonian;;US;California;P. Remeika. 1992. San Bernardino County Museum Association Quarterly 39(1);;;
Mammuthus columbi;Mammuthus imperator;Inspiration Wash;32.900002;-117.099998;1.8;0.3;;;Irvingtonian;;US;;P. Remeika. 1992. San Bernardino County Museum Association Quarterly 39(1);;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Inspiration Wash;32.900002;-117.099998;1.8;0.3;;;Irvingtonian;;US;California;P. Remeika. 1992. San Bernardino County Museum Association Quarterly 39(1);;;
Mammuthus columbi;Mammuthus columbi;Mammoth Cove Sandstone;32.900002;-117.099998;1.8;0.3;64-11;;Irvingtonian;;US;California;L. B. Albright. 1999. Biostratigraphy and Vertebrate Paleontology of the San Timoteo Badlands, Southern California. University of California Publications in Geological Sciences 144:1-121;;;
Mammuthus columbi;Mammuthus imperator;Mammoth Cove Sandstone;32.900002;-117.099998;1.8;0.3;;;Irvingtonian;;US;;L. B. Albright. 1999. Biostratigraphy and Vertebrate Paleontology of the San Timoteo Badlands, Southern California. University of California Publications in Geological Sciences 144:1-121;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Mammoth Cove Sandstone;32.900002;-117.099998;1.8;0.3;;;Irvingtonian;;US;California;L. B. Albright. 1999. Biostratigraphy and Vertebrate Paleontology of the San Timoteo Badlands, Southern California. University of California Publications in Geological Sciences 144:1-121;;;
Mammuthus columbi;Mammuthus columbi;Lake Lewisville;33.065861;-96.987155;0.0113;0.0109;1;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Ardis;33.23662;-80.441605;0.0249;0.02069;8-7;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Borrego Badlands;33.246435;-116.226747;1.1;1.1;35-33;;Calabrium;;US;California;"McDaniel, G. E.; Jefferson, G. T. (2003): Mammuthus meridionalis (Proboscidea: Elephantidae) from the Borrego Badlands of Anza-Borrego Desert State Park ®, California: phylogenetic and biochronologic implications. In: Deinsea 9 (1), S. 239–252. Online verfügbar unter https://natuurtijdschriften.nl/pub/538683.";;;
Mammuthus columbi;Mammuthus columbi;Clear Creek Local Fauna [Trietsch Pit];33.25;-97;0.035;0.025;3-2;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Peacock;33.366667;-100.716667;2.58;0.0118;;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Old Glory;33.4;-100.05;2.58;0.0118;;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Swenson;33.483333;-100.55;2.58;0.0118;;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Beck Creek Local Fauna;33.5;-99.5;0.15;0.14;6;K;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Mockingbird Gap;33.5;-106.366667;0.0113;0.0109;1;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Nichols;33.5;-112;0.013;0.01;1;W;;;;;;;;
Mammuthus columbi;Mammuthus imperator;Slaton Quarry Local Fauna;33.516667;-101.65;2.588;0.0118;;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Dry Gulch Site [L-3753];33.536667;-105.728889;0.009545;0.009445;1;W;Early Holocene;;;;;;;
Mammuthus columbi;Mammuthus imperator;Mountain Breeze Site [L-3752];33.544167;-105.701389;0.029;0.0118;2-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Emery Borrow Pit;33.599998;-117.800003;1.8;0.012;;;Irvingtonian;Rancholabrean;;;;;;
Mammuthus columbi;Mammuthus imperator;Emery Borrow Pit;33.599998;-117.800003;1.8;0.012;;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Emery Borrow Pit;33.599998;-117.800003;1.8;0.012;;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus columbi;Lubbock Lake [41LU1];33.620417;-101.892083;0.035;0.01053;3-1;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Lake Kickapoo;33.625;-98.75;0.15;0.14;6;K;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Diamond Valley , Hemet;33.68755;-117.066727;0.041;0.0132;3-1;;Rancholabrean;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus imperator;Diamond Valley Lake West Dam;33.68755;-117.066727;0.3;0.012;;;Rancholabrean;;US;;A. C. Dooley, E. Scott, and J. Green, K. B. Springer, B. S. Booley, G. J. Smith. 2019. Mammut pacificus sp. nov., a newly recognized species of mastodon from the Pleistocene of western North America. PeerJ 7:e6614;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Diamond Valley Lake West Dam;33.68755;-117.066727;0.3;0.012;;;Rancholabrean;;US;California;A. C. Dooley, E. Scott, and J. Green, K. B. Springer, B. S. Booley, G. J. Smith. 2019. Mammut pacificus sp. nov., a newly recognized species of mastodon from the Pleistocene of western North America. PeerJ 7:e6614;;;
Mammuthus columbi;Mammuthus columbi;Slaton Quarry;33.700001;-101.900002;1.8;0.3;64-11;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus imperator;Slaton Quarry;33.700001;-101.900002;1.8;0.3;;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Slaton Quarry;33.700001;-101.900002;1.8;0.3;;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus columbi;Waro Quarry Local Fauna;33.75;-97.375;2.58;0.0118;;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Bixby Park, Long Beach;33.766113;-118.167145;0.24;0.012;;;Rancholabrean;;US;California;Jefferson, G. T. (1991): A catalogue of Late Quaternary vertebrates from California.: Los Angeles, California: Natural History Museum of Los Angeles County (Technical reports, 5).;;;
Mammuthus columbi;Mammuthus columbi;Stolle Mammoth;33.866667;-103.366667;0.0113;0.0109;1;W;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Easley Ranch Local Fauna;33.875;-99.875;2.58;0.0118;;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Pauba Formation (SBCM 05.006.131);33.900002;-117;0.6;0.3;15-10;NA;Irvingtonian;;;US;;;;
Mammuthus columbi;Mammuthus columbi;Pauba Formation (SBCM 05.006.131);33.900002;-117;0.6;0.3;15-10;;Irvingtonian;;US;California;A. F. Pajak, iii, E. Scott, and C. J. Bell. 1996. A review of the biostratigraphy of Pliocene and Pleistocene sediments in the Elsinore Fault Zone, Riverside County, California. PaleoBios 17(2-4):28-49;;;
Mammuthus columbi;Mammuthus imperator;Pauba Formation (SBCM 05.006.131);33.900002;-117;1.8;0.3;;;Irvingtonian;;US;;A. F. Pajak, iii, E. Scott, and C. J. Bell. 1996. A review of the biostratigraphy of Pliocene and Pleistocene sediments in the Elsinore Fault Zone, Riverside County, California. PaleoBios 17(2-4):28-49;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Pauba Formation (SBCM 05.006.131);33.900002;-117;1.8;0.3;;;Irvingtonian;;US;California;A. F. Pajak, iii, E. Scott, and C. J. Bell. 1996. A review of the biostratigraphy of Pliocene and Pleistocene sediments in the Elsinore Fault Zone, Riverside County, California. PaleoBios 17(2-4):28-49;;;
Mammuthus columbi;Mammuthus columbi;San Timoteo Canyon (Mammoth Site);33.900002;-117;1.8;0.3;64-11;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus imperator;San Timoteo Canyon (Mammoth Site);33.900002;-117;1.8;0.3;;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;San Timoteo Canyon (Mammoth Site);33.900002;-117;1.8;0.3;;;Irvingtonian;;;;;;;
Mammuthus columbi;Mammuthus columbi;Santa Rosa Island;33.9505;-120.0617;0.083;0.078;5e;W;Late Pleistocene;;US;California;"Muhs, Daniel R.; Simmons, Kathleen R.; Groves, Lindsey T.; McGeehin, John P.; Randall Schumann, R.; Agenbroad, Larry D. (2015): Late Quaternary sea-level history and the antiquity of mammoths (Mammuthus exilis and Mammuthus columbi ), Channel Islands National Park, California, USA. In: Quat. res. 83 (3), S. 502–521. DOI: 10.1016/j.yqres.2015.03.001.";;;
Mammuthus columbi;Mammuthus columbi;Channel Island National Park;33.96736;-120.003274;0.028;0.014;2;K;Late Pleistocene;;US;California;"Muhs, Daniel R.; Simmons, Kathleen R.; Groves, Lindsey T.; McGeehin, John P.; Randall Schumann, R.; Agenbroad, Larry D. (2015): Late Quaternary sea-level history and the antiquity of mammoths (Mammuthus exilis and Mammuthus columbi ), Channel Islands National Park, California, USA. In: Quat. res. 83 (3), S. 502–521. DOI: 10.1016/j.yqres.2015.03.001.";;;
Mammuthus columbi;Mammuthus columbi;Santa Rosa Island;33.980118;-120.124873;0.0715;0.0576;4;K;Late Pleistocene;;US;California;Agenbroad, Larry D. (2012): Giants and pygmies: Mammoths of Santa Rosa Island, California (USA). In: Quaternary International 255, S. 2–8. DOI: 10.1016/j.quaint.2011.03.044.;;;
Mammuthus columbi;Mammuthus columbi;Santa Rosa Island;33.983536;-120.168054;0.029;0.027;2;K;Late Pleistocene;;US;California;Agenbroad, Larry D. (2012): Giants and pygmies: Mammoths of Santa Rosa Island, California (USA). In: Quaternary International 255, S. 2–8. DOI: 10.1016/j.quaint.2011.03.044.;;;
Mammuthus columbi;Mammuthus columbi;Big Wichita River Local Fauna;34;-98.875;2.58;0.118;;;;;;;;;;
Mammuthus columbi;Mammuthus columbi;Easley Ranch;34;-99.800003;1.8;0.3;64-11;;Irvingtonian;;US;Texas;J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.;;;
Mammuthus columbi;Mammuthus imperator;Easley Ranch;34;-99.800003;1.8;0.3;;;Irvingtonian;;US;;J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.;;;
Mammuthus columbi;Mammuthus jeffersonii /M. columbi;Easley Ranch;34;-99.800003;1.8;0.3;;;Irvingtonian;;US;Texas;J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.;;;
